item_id,sale_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted,item_total,sale_date_x,channel,channel_campaigns,sale_date_y,customer_id,country,age_range,signup_date,product_name,category,brand
1523,292,347,2,59.92,59.92,0.0,0.0,0,119.84,2025-04-30,App Mobile,App Mobile,2025-04-30,103,France,56-65,2025-02-17,Tailored Sleeveless Tee,T-Shirts,MATRIX
1245,378,472,2,59.9,59.9,0.0,0.0,0,119.8,2025-04-17,App Mobile,App Mobile,2025-04-17,943,Italy,56-65,2025-03-02,Tailored Satin Trousers,Pants,MATRIX
1667,1239,472,2,59.9,59.9,0.0,0.0,0,119.8,2025-05-28,E-commerce,Website Banner,2025-05-28,253,France,26-35,2025-04-01,Tailored Satin Trousers,Pants,MATRIX
1439,1039,380,2,59.84,59.84,0.0,0.0,0,119.68,2025-06-13,App Mobile,App Mobile,2025-06-13,460,Netherlands,56-65,2025-02-24,Tailored Silk Set,Sleepwear,MATRIX
2261,1224,391,2,59.77,59.77,0.0,0.0,0,119.54,2025-04-19,E-commerce,Website Banner,2025-04-19,461,Germany,26-35,2025-03-27,Elegant Wrap Dress,Dresses,MATRIX
2700,768,244,2,59.32,59.32,0.0,0.0,0,118.64,2025-05-28,E-commerce,Website Banner,2025-05-28,247,Netherlands,46-55,2025-02-14,Relaxed Cotton Shoes,Shoes,MATRIX
1317,358,78,2,59.21,59.21,0.0,0.0,0,118.42,2025-06-04,App Mobile,App Mobile,2025-04-06,587,Germany,36-45,2025-05-09,Modern Ribbed Shoes,Shoes,MATRIX
2395,622,78,2,59.21,59.21,0.0,0.0,0,118.42,2025-04-26,E-commerce,Website Banner,2025-04-26,217,Italy,56-65,2025-04-10,Modern Ribbed Shoes,Shoes,MATRIX
3311,113,78,2,59.21,59.21,0.0,0.0,0,118.42,2025-05-25,App Mobile,App Mobile,2025-05-25,872,Netherlands,26-35,2025-02-07,Modern Ribbed Shoes,Shoes,MATRIX
2251,120,166,2,65.26,58.73,6.53,0.1,1,117.47,2025-06-06,E-commerce,Email,2025-06-06,999,Germany,56-65,2025-02-21,Vintage Satin Shoes,Shoes,MATRIX
1209,262,63,2,58.67,58.67,0.0,0.0,0,117.34,2025-04-29,App Mobile,App Mobile,2025-04-29,28,Spain,16-25,2025-04-02,Soft Crew Set,Sleepwear,MATRIX
1553,1290,63,2,58.67,58.67,0.0,0.0,0,117.34,2025-04-22,E-commerce,Website Banner,2025-04-22,99,Spain,36-45,2025-03-17,Soft Crew Set,Sleepwear,MATRIX
605,667,366,2,58.34,58.34,0.0,0.0,0,116.68,2025-04-15,App Mobile,App Mobile,2025-04-15,218,Germany,16-25,2025-03-19,Essential Wrap Trousers,Pants,MATRIX
1110,1348,366,2,58.34,58.34,0.0,0.0,0,116.68,2025-05-20,E-commerce,Website Banner,2025-05-20,473,France,16-25,2025-02-08,Essential Wrap Trousers,Pants,MATRIX
2706,753,22,2,58.26,58.26,0.0,0.0,0,116.52,2025-05-04,App Mobile,App Mobile,2025-04-05,684,Netherlands,56-65,2025-04-06,Soft Satin Tee,T-Shirts,MATRIX
2898,956,22,2,58.26,58.26,0.0,0.0,0,116.52,2025-05-31,App Mobile,App Mobile,2025-05-31,456,Italy,26-35,2025-01-31,Soft Satin Tee,T-Shirts,MATRIX
3258,505,145,2,58.25,58.25,0.0,0.0,0,116.5,2025-05-23,App Mobile,App Mobile,2025-05-23,36,France,26-35,2025-03-12,Classic Boxy Shoes,Shoes,MATRIX
2325,1322,321,2,58.09,58.09,0.0,0.0,0,116.18,2025-05-27,E-commerce,Website Banner,2025-05-27,27,Italy,16-25,2025-03-11,Relaxed Cotton Trousers,Pants,MATRIX
2448,294,321,2,58.09,58.09,0.0,0.0,0,116.18,2025-06-17,E-commerce,Website Banner,2025-06-17,489,Germany,56-65,2025-05-17,Relaxed Cotton Trousers,Pants,MATRIX
1609,444,473,2,57.98,57.98,0.0,0.0,0,115.96,2025-05-19,E-commerce,Website Banner,2025-05-19,734,Netherlands,46-55,2025-03-28,Dresses Drop 2,Dresses,MATRIX
2807,1313,473,2,57.98,57.98,0.0,0.0,0,115.96,2025-05-24,App Mobile,App Mobile,2025-05-24,601,Germany,56-65,2025-04-13,Dresses Drop 2,Dresses,MATRIX
1292,616,7,2,57.66,57.66,0.0,0.0,0,115.32,2025-04-23,E-commerce,Website Banner,2025-04-23,838,Spain,46-55,2025-03-27,Soft Linen Dress,Dresses,MATRIX
2105,1122,227,2,57.51,57.51,0.0,0.0,0,115.02,2025-06-16,E-commerce,Website Banner,2025-06-16,609,Italy,56-65,2025-02-13,Polished Crew Tee,T-Shirts,MATRIX
2154,416,227,2,57.51,57.51,0.0,0.0,0,115.02,2025-06-04,App Mobile,App Mobile,2025-04-06,336,Italy,46-55,2025-02-16,Polished Crew Tee,T-Shirts,MATRIX
630,967,493,2,57.37,57.37,0.0,0.0,0,114.74,2025-04-26,App Mobile,App Mobile,2025-04-26,496,Italy,16-25,2025-03-31,Tailored Sleeveless Trousers,Pants,MATRIX
1483,346,493,2,57.37,57.37,0.0,0.0,0,114.74,2025-05-26,App Mobile,App Mobile,2025-05-26,231,France,16-25,2025-02-21,Tailored Sleeveless Trousers,Pants,MATRIX
3318,175,223,2,57.36,57.36,0.0,0.0,0,114.72,2025-04-18,App Mobile,App Mobile,2025-04-18,113,Germany,26-35,2025-02-28,Vintage High-Waist Trousers,Pants,MATRIX
3098,1170,49,2,57.35,57.35,0.0,0.0,0,114.7,2025-04-06,App Mobile,App Mobile,2025-06-04,547,France,36-45,2025-05-22,Soft Boxy Tee,T-Shirts,MATRIX
3212,1318,49,2,57.35,57.35,0.0,0.0,0,114.7,2025-05-18,E-commerce,Website Banner,2025-05-18,265,Italy,46-55,2025-03-29,Soft Boxy Tee,T-Shirts,MATRIX
133,407,213,2,57.31,57.31,0.0,0.0,0,114.62,2025-04-21,App Mobile,App Mobile,2025-04-21,12,Germany,46-55,2025-06-11,Polished Ribbed Tee,T-Shirts,MATRIX
2462,1100,222,2,57.19,57.19,0.0,0.0,0,114.38,2025-06-17,E-commerce,Website Banner,2025-06-17,837,Germany,46-55,2025-03-02,Relaxed Wrap Dress,Dresses,MATRIX
107,1096,288,2,57.11,57.11,0.0,0.0,0,114.22,2025-05-04,E-commerce,Website Banner,2025-04-05,867,France,46-55,2025-03-27,Essential Ribbed Tee,T-Shirts,MATRIX
1752,146,288,2,57.11,57.11,0.0,0.0,0,114.22,2025-04-15,E-commerce,Website Banner,2025-04-15,420,Germany,36-45,2025-03-07,Essential Ribbed Tee,T-Shirts,MATRIX
2222,1160,103,2,57.0,57.0,0.0,0.0,0,114.0,2025-04-19,E-commerce,Website Banner,2025-04-19,264,Netherlands,56-65,2025-03-23,Classic Ribbed Tee,T-Shirts,MATRIX
2233,447,103,2,57.0,57.0,0.0,0.0,0,114.0,2025-04-19,App Mobile,App Mobile,2025-04-19,727,Portugal,26-35,2025-03-09,Classic Ribbed Tee,T-Shirts,MATRIX
1499,601,357,2,56.91,56.91,0.0,0.0,0,113.82,2025-05-31,E-commerce,Website Banner,2025-05-31,387,France,46-55,2025-02-04,Essential Boxy Set,Sleepwear,MATRIX
2406,1061,357,2,56.91,56.91,0.0,0.0,0,113.82,2025-05-04,App Mobile,App Mobile,2025-04-05,201,France,36-45,2025-04-14,Essential Boxy Set,Sleepwear,MATRIX
238,711,407,2,56.84,56.84,0.0,0.0,0,113.68,2025-05-24,App Mobile,App Mobile,2025-05-24,695,Spain,56-65,2025-02-17,Elegant Sleeveless Tee,T-Shirts,MATRIX
13,1326,294,2,56.69,56.69,0.0,0.0,0,113.38,2025-05-18,E-commerce,Website Banner,2025-05-18,883,Italy,56-65,2025-03-29,Essential Sleeveless Shoes,Shoes,MATRIX
2221,1038,303,2,56.58,56.58,0.0,0.0,0,113.16,2025-04-05,E-commerce,Website Banner,2025-05-04,203,Italy,46-55,2025-04-18,Relaxed Satin Set,Sleepwear,MATRIX
268,644,100,2,56.44,56.44,0.0,0.0,0,112.88,2025-04-04,E-commerce,Website Banner,2025-04-04,374,Italy,16-25,2025-03-03,Classic Crew Dress,Dresses,MATRIX
396,711,100,2,56.44,56.44,0.0,0.0,0,112.88,2025-05-24,App Mobile,App Mobile,2025-05-24,695,Spain,56-65,2025-02-17,Classic Crew Dress,Dresses,MATRIX
868,582,117,2,56.06,56.06,0.0,0.0,0,112.12,2025-04-06,E-commerce,Website Banner,2025-06-04,357,Italy,36-45,2025-02-20,Vintage Wrap Dress,Dresses,MATRIX
2330,124,117,2,56.06,56.06,0.0,0.0,0,112.12,2025-04-19,E-commerce,Website Banner,2025-04-19,99,Spain,36-45,2025-03-17,Vintage Wrap Dress,Dresses,MATRIX
568,730,422,2,55.91,55.91,0.0,0.0,0,111.82,2025-05-19,E-commerce,Website Banner,2025-05-19,53,Italy,46-55,2025-05-12,Elegant High-Waist Set,Sleepwear,MATRIX
2343,1038,156,2,55.52,55.52,0.0,0.0,0,111.04,2025-04-05,E-commerce,Website Banner,2025-05-04,203,Italy,46-55,2025-04-18,Vintage Crew Dress,Dresses,MATRIX
1527,238,265,2,55.25,55.25,0.0,0.0,0,110.5,2025-05-19,E-commerce,Website Banner,2025-05-19,958,Germany,56-65,2025-02-23,Relaxed Boxy Shoes,Shoes,MATRIX
75,264,124,2,55.04,55.04,0.0,0.0,0,110.08,2025-05-31,App Mobile,App Mobile,2025-05-31,131,Germany,46-55,2025-03-28,Classic Linen Set,Sleepwear,MATRIX
2468,165,124,2,55.04,55.04,0.0,0.0,0,110.08,2025-05-28,E-commerce,Website Banner,2025-05-28,748,Netherlands,46-55,2025-03-09,Classic Linen Set,Sleepwear,MATRIX
536,934,188,2,55.01,55.01,0.0,0.0,0,110.02,2025-05-16,E-commerce,Website Banner,2025-05-16,506,France,26-35,2025-05-22,Polished Wrap Shoes,Shoes,MATRIX
1221,396,188,2,55.01,55.01,0.0,0.0,0,110.02,2025-05-28,E-commerce,Website Banner,2025-05-28,612,Italy,36-45,2025-02-06,Polished Wrap Shoes,Shoes,MATRIX
1283,1187,188,2,55.01,55.01,0.0,0.0,0,110.02,2025-04-14,E-commerce,Website Banner,2025-04-14,365,France,56-65,2025-03-24,Polished Wrap Shoes,Shoes,MATRIX
3025,333,461,2,54.91,54.91,0.0,0.0,0,109.82,2025-05-22,E-commerce,Website Banner,2025-05-22,842,Italy,46-55,2025-02-17,Bold High-Waist Tee,T-Shirts,MATRIX
926,521,481,2,54.87,54.87,0.0,0.0,0,109.74,2025-04-05,App Mobile,App Mobile,2025-05-04,851,France,46-55,2025-03-21,Bold Crew Shoes,Shoes,MATRIX
1967,1269,481,2,54.87,54.87,0.0,0.0,0,109.74,2025-06-14,App Mobile,App Mobile,2025-06-14,930,Netherlands,46-55,2025-02-15,Bold Crew Shoes,Shoes,MATRIX
3014,780,481,2,54.87,54.87,0.0,0.0,0,109.74,2025-04-13,App Mobile,App Mobile,2025-04-13,407,Italy,16-25,2025-02-22,Bold Crew Shoes,Shoes,MATRIX
1177,6,32,2,54.83,54.83,0.0,0.0,0,109.66,2025-06-14,E-commerce,Website Banner,2025-06-14,659,Portugal,46-55,2025-03-19,Soft Silk Tee,T-Shirts,MATRIX
2431,38,168,2,54.74,54.74,0.0,0.0,0,109.48,2025-05-26,E-commerce,Website Banner,2025-05-26,484,France,56-65,2025-04-26,Vintage Ribbed Tee,T-Shirts,MATRIX
2506,1317,168,2,54.74,54.74,0.0,0.0,0,109.48,2025-04-06,E-commerce,Website Banner,2025-06-04,285,France,16-25,2025-02-10,Vintage Ribbed Tee,T-Shirts,MATRIX
954,65,496,2,54.61,54.61,0.0,0.0,0,109.22,2025-05-06,E-commerce,Website Banner,2025-06-05,168,France,36-45,2025-01-23,Tailored High-Waist Trousers,Pants,MATRIX
2369,781,496,2,54.61,54.61,0.0,0.0,0,109.22,2025-04-23,App Mobile,App Mobile,2025-04-23,639,Italy,56-65,2025-03-26,Tailored High-Waist Trousers,Pants,MATRIX
3064,430,45,2,54.16,54.16,0.0,0.0,0,108.32,2025-04-18,E-commerce,Website Banner,2025-04-18,654,Italy,56-65,2025-05-05,Soft Sleeveless Tee,T-Shirts,MATRIX
2449,1143,433,2,60.12,54.11,6.01,0.1,1,108.22,2025-06-04,E-commerce,Email,2025-04-06,472,France,36-45,2025-03-16,Essential Boxy Trousers,Pants,MATRIX
2638,251,472,2,59.9,53.91,5.99,0.1,1,107.82,2025-06-04,E-commerce,Email,2025-04-06,996,Germany,16-25,2025-05-08,Tailored Satin Trousers,Pants,MATRIX
61,537,154,2,53.74,53.74,0.0,0.0,0,107.48,2025-04-30,E-commerce,Website Banner,2025-04-30,897,France,56-65,2025-03-18,Classic Crew Set,Sleepwear,MATRIX
3263,512,406,2,53.74,53.74,0.0,0.0,0,107.48,2025-06-04,App Mobile,App Mobile,2025-04-06,682,Portugal,16-25,2025-03-10,Essential Crew Trousers,Pants,MATRIX
1162,1249,221,2,53.7,53.7,0.0,0.0,0,107.4,2025-06-13,E-commerce,Website Banner,2025-06-13,467,Spain,26-35,2025-06-09,Polished Silk Tee,T-Shirts,MATRIX
2886,165,221,2,53.7,53.7,0.0,0.0,0,107.4,2025-05-28,E-commerce,Website Banner,2025-05-28,748,Netherlands,46-55,2025-03-09,Polished Silk Tee,T-Shirts,MATRIX
1331,541,127,2,53.67,53.67,0.0,0.0,0,107.34,2025-04-27,App Mobile,App Mobile,2025-04-27,877,France,26-35,2025-05-13,Classic Wrap Trousers,Pants,MATRIX
1897,212,127,2,53.67,53.67,0.0,0.0,0,107.34,2025-05-05,App Mobile,App Mobile,2025-05-05,302,Germany,56-65,2025-03-13,Classic Wrap Trousers,Pants,MATRIX
817,566,52,2,53.61,53.61,0.0,0.0,0,107.22,2025-04-21,E-commerce,Website Banner,2025-04-21,325,Germany,36-45,2025-03-26,Modern Linen Tee,T-Shirts,MATRIX
2337,104,52,2,53.61,53.61,0.0,0.0,0,107.22,2025-04-20,App Mobile,App Mobile,2025-04-20,373,Spain,56-65,2025-02-25,Modern Linen Tee,T-Shirts,MATRIX
744,354,368,2,53.48,53.48,0.0,0.0,0,106.96,2025-04-04,App Mobile,App Mobile,2025-04-04,545,Germany,16-25,2025-04-22,Elegant Linen Tee,T-Shirts,MATRIX
786,1155,458,2,53.35,53.35,0.0,0.0,0,106.7,2025-05-23,E-commerce,Website Banner,2025-05-23,843,France,16-25,2025-03-24,Bold Sleeveless Set,Sleepwear,MATRIX
1795,1335,458,2,53.35,53.35,0.0,0.0,0,106.7,2025-04-24,App Mobile,App Mobile,2025-04-24,999,Germany,56-65,2025-02-21,Bold Sleeveless Set,Sleepwear,MATRIX
2989,1276,458,2,53.35,53.35,0.0,0.0,0,106.7,2025-05-06,App Mobile,App Mobile,2025-06-05,704,Germany,16-25,2025-04-10,Bold Sleeveless Set,Sleepwear,MATRIX
1647,488,331,2,53.34,53.34,0.0,0.0,0,106.68,2025-05-15,E-commerce,Website Banner,2025-05-15,682,Portugal,16-25,2025-03-10,Relaxed Satin Trousers,Pants,MATRIX
758,217,442,2,53.27,53.27,0.0,0.0,0,106.54,2025-04-06,E-commerce,Website Banner,2025-06-04,646,Spain,56-65,2025-02-17,Bold Ribbed Dress,Dresses,MATRIX
485,285,73,2,53.25,53.25,0.0,0.0,0,106.5,2025-05-29,App Mobile,App Mobile,2025-05-29,415,France,36-45,2025-03-08,Soft Boxy Set,Sleepwear,MATRIX
346,1013,133,2,53.05,53.05,0.0,0.0,0,106.1,2025-04-30,App Mobile,App Mobile,2025-04-30,296,France,16-25,2025-06-02,Classic Sleeveless Tee,T-Shirts,MATRIX
679,1195,133,2,53.05,53.05,0.0,0.0,0,106.1,2025-04-22,App Mobile,App Mobile,2025-04-22,403,Germany,26-35,2025-03-24,Classic Sleeveless Tee,T-Shirts,MATRIX
1532,815,25,2,52.94,52.94,0.0,0.0,0,105.88,2025-04-27,App Mobile,App Mobile,2025-04-27,506,France,26-35,2025-05-22,Soft Wrap Set,Sleepwear,MATRIX
2372,861,25,2,52.94,52.94,0.0,0.0,0,105.88,2025-04-21,E-commerce,Website Banner,2025-04-21,99,Spain,36-45,2025-03-17,Soft Wrap Set,Sleepwear,MATRIX
2919,516,25,2,52.94,52.94,0.0,0.0,0,105.88,2025-04-05,E-commerce,Website Banner,2025-05-04,617,Netherlands,26-35,2025-03-30,Soft Wrap Set,Sleepwear,MATRIX
2082,282,147,2,52.91,52.91,0.0,0.0,0,105.82,2025-05-26,App Mobile,App Mobile,2025-05-26,736,Germany,26-35,2025-02-19,Vintage Linen Shoes,Shoes,MATRIX
1428,329,299,2,52.65,52.65,0.0,0.0,0,105.3,2025-04-04,E-commerce,Website Banner,2025-04-04,388,France,26-35,2025-04-09,Essential Wrap Dress,Dresses,MATRIX
1746,838,299,2,52.65,52.65,0.0,0.0,0,105.3,2025-05-27,E-commerce,Website Banner,2025-05-27,903,Spain,16-25,2025-04-04,Essential Wrap Dress,Dresses,MATRIX
26,399,220,2,52.6,52.6,0.0,0.0,0,105.2,2025-05-04,App Mobile,App Mobile,2025-04-05,700,Portugal,16-25,2025-03-08,Polished Wrap Set,Sleepwear,MATRIX
3202,1196,432,2,52.39,52.39,0.0,0.0,0,104.78,2025-05-23,App Mobile,App Mobile,2025-05-23,160,Germany,56-65,2025-02-12,Bold Linen Tee,T-Shirts,MATRIX
2705,1052,77,2,52.38,52.38,0.0,0.0,0,104.76,2025-04-24,E-commerce,Website Banner,2025-04-24,563,Netherlands,46-55,2025-04-06,Classic Linen Dress,Dresses,MATRIX
2716,1096,77,2,52.38,52.38,0.0,0.0,0,104.76,2025-05-04,E-commerce,Website Banner,2025-04-05,867,France,46-55,2025-03-27,Classic Linen Dress,Dresses,MATRIX
330,796,445,2,52.28,52.28,0.0,0.0,0,104.56,2025-04-05,App Mobile,App Mobile,2025-05-04,754,Spain,26-35,2025-01-20,Bold Cotton Set,Sleepwear,MATRIX
682,787,57,2,52.28,52.28,0.0,0.0,0,104.56,2025-06-17,E-commerce,Website Banner,2025-06-17,610,France,16-25,2025-04-12,Modern Crew Dress,Dresses,MATRIX
1679,824,445,2,52.28,52.28,0.0,0.0,0,104.56,2025-05-05,E-commerce,Website Banner,2025-05-05,604,Italy,46-55,2025-04-17,Bold Cotton Set,Sleepwear,MATRIX
1869,799,57,2,52.28,52.28,0.0,0.0,0,104.56,2025-04-16,App Mobile,App Mobile,2025-04-16,897,France,56-65,2025-03-18,Modern Crew Dress,Dresses,MATRIX
2171,277,217,2,52.12,52.12,0.0,0.0,0,104.24,2025-05-26,E-commerce,Website Banner,2025-05-26,791,Portugal,16-25,2025-04-05,Polished Cotton Tee,T-Shirts,MATRIX
2748,853,282,2,52.12,52.12,0.0,0.0,0,104.24,2025-04-28,App Mobile,App Mobile,2025-04-28,883,Italy,56-65,2025-03-29,Polished High-Waist Trousers,Pants,MATRIX
1441,670,275,2,52.11,52.11,0.0,0.0,0,104.22,2025-05-27,App Mobile,App Mobile,2025-05-27,820,Spain,56-65,2025-01-29,Relaxed Sleeveless Tee,T-Shirts,MATRIX
3225,566,275,2,52.11,52.11,0.0,0.0,0,104.22,2025-04-21,E-commerce,Website Banner,2025-04-21,325,Germany,36-45,2025-03-26,Relaxed Sleeveless Tee,T-Shirts,MATRIX
882,479,203,2,52.1,52.1,0.0,0.0,0,104.2,2025-05-20,E-commerce,Website Banner,2025-05-20,908,Germany,16-25,2025-02-13,Polished High-Waist Dress,Dresses,MATRIX
311,146,440,2,52.08,52.08,0.0,0.0,0,104.16,2025-04-15,E-commerce,Website Banner,2025-04-15,420,Germany,36-45,2025-03-07,Bold Linen Shoes,Shoes,MATRIX
1788,1275,426,2,51.97,51.97,0.0,0.0,0,103.94,2025-04-04,App Mobile,App Mobile,2025-04-04,655,Italy,56-65,2025-03-20,Elegant High-Waist Dress,Dresses,MATRIX
195,435,17,2,51.9,51.9,0.0,0.0,0,103.8,2025-04-27,App Mobile,App Mobile,2025-04-27,613,Netherlands,16-25,2025-05-12,Soft Satin Dress,Dresses,MATRIX
1993,739,468,2,51.8,51.8,0.0,0.0,0,103.6,2025-05-05,App Mobile,App Mobile,2025-05-05,885,Spain,56-65,2025-04-10,Sleepwear Drop 1,Sleepwear,MATRIX
2684,937,468,2,51.8,51.8,0.0,0.0,0,103.6,2025-06-16,App Mobile,App Mobile,2025-06-16,649,Italy,56-65,2025-02-23,Sleepwear Drop 1,Sleepwear,MATRIX
2612,158,361,2,51.76,51.76,0.0,0.0,0,103.52,2025-04-13,E-commerce,Website Banner,2025-04-13,813,Germany,26-35,2025-02-23,Tailored Linen Set,Sleepwear,MATRIX
3183,348,361,2,51.76,51.76,0.0,0.0,0,103.52,2025-05-30,E-commerce,Website Banner,2025-05-30,776,Portugal,56-65,2025-03-18,Tailored Linen Set,Sleepwear,MATRIX
2824,918,341,2,51.4,51.4,0.0,0.0,0,102.8,2025-04-15,E-commerce,Website Banner,2025-04-15,226,Netherlands,16-25,2025-02-16,Essential Cotton Set,Sleepwear,MATRIX
85,504,386,2,51.38,51.38,0.0,0.0,0,102.76,2025-04-06,App Mobile,App Mobile,2025-06-04,795,Germany,36-45,2025-05-13,Tailored High-Waist Dress,Dresses,MATRIX
960,262,170,2,51.27,51.27,0.0,0.0,0,102.54,2025-04-29,App Mobile,App Mobile,2025-04-29,28,Spain,16-25,2025-04-02,Vintage Boxy Dress,Dresses,MATRIX
709,1031,28,2,51.18,51.18,0.0,0.0,0,102.36,2025-06-04,App Mobile,App Mobile,2025-04-06,896,Portugal,46-55,2025-04-10,Soft Sleeveless Shoes,Shoes,MATRIX
879,885,28,2,51.18,51.18,0.0,0.0,0,102.36,2025-04-22,App Mobile,App Mobile,2025-04-22,922,Spain,16-25,2025-04-25,Soft Sleeveless Shoes,Shoes,MATRIX
2865,209,252,2,51.17,51.17,0.0,0.0,0,102.34,2025-05-31,App Mobile,App Mobile,2025-05-31,436,Germany,26-35,2025-03-10,Relaxed Linen Tee,T-Shirts,MATRIX
499,444,396,2,51.0,51.0,0.0,0.0,0,102.0,2025-05-19,E-commerce,Website Banner,2025-05-19,734,Netherlands,46-55,2025-03-28,Elegant Crew Tee,T-Shirts,MATRIX
478,663,421,2,50.89,50.89,0.0,0.0,0,101.78,2025-04-06,E-commerce,Website Banner,2025-06-04,780,Portugal,16-25,2025-03-28,Elegant Sleeveless Set,Sleepwear,MATRIX
1770,768,421,2,50.89,50.89,0.0,0.0,0,101.78,2025-05-28,E-commerce,Website Banner,2025-05-28,247,Netherlands,46-55,2025-02-14,Elegant Sleeveless Set,Sleepwear,MATRIX
2053,612,450,2,50.85,50.85,0.0,0.0,0,101.7,2025-05-25,App Mobile,App Mobile,2025-05-25,488,Germany,46-55,2025-04-06,Bold Silk Set,Sleepwear,MATRIX
2142,156,273,2,50.72,50.72,0.0,0.0,0,101.44,2025-05-24,E-commerce,Website Banner,2025-05-24,819,Italy,46-55,2025-03-06,Relaxed Crew Tee,T-Shirts,MATRIX
700,318,488,2,50.68,50.68,0.0,0.0,0,101.36,2025-04-17,E-commerce,Website Banner,2025-04-17,681,Germany,16-25,2025-02-07,Sleepwear Drop 3,Sleepwear,MATRIX
774,1085,488,2,50.68,50.68,0.0,0.0,0,101.36,2025-05-14,E-commerce,Website Banner,2025-05-14,51,Germany,56-65,2025-02-06,Sleepwear Drop 3,Sleepwear,MATRIX
2289,479,253,2,50.55,50.55,0.0,0.0,0,101.1,2025-05-20,E-commerce,Website Banner,2025-05-20,908,Germany,16-25,2025-02-13,Relaxed Ribbed Tee,T-Shirts,MATRIX
1285,377,193,2,50.52,50.52,0.0,0.0,0,101.04,2025-05-14,E-commerce,Website Banner,2025-05-14,823,Germany,46-55,2025-05-10,Vintage Silk Tee,T-Shirts,MATRIX
3153,405,370,2,50.34,50.34,0.0,0.0,0,100.68,2025-05-20,E-commerce,Website Banner,2025-05-20,657,Italy,26-35,2025-03-16,Elegant Ribbed Tee,T-Shirts,MATRIX
413,1244,150,2,50.04,50.04,0.0,0.0,0,100.08,2025-05-31,E-commerce,Website Banner,2025-05-31,816,Netherlands,16-25,2025-02-04,Vintage Wrap Tee,T-Shirts,MATRIX
636,351,150,2,50.04,50.04,0.0,0.0,0,100.08,2025-05-27,E-commerce,Website Banner,2025-05-27,840,Germany,36-45,2025-04-18,Vintage Wrap Tee,T-Shirts,MATRIX
3366,1205,69,2,49.98,49.98,0.0,0.0,0,99.96,2025-05-28,E-commerce,Website Banner,2025-05-28,88,Germany,36-45,2025-04-10,Modern Linen Shoes,Shoes,MATRIX
1313,578,487,2,49.84,49.84,0.0,0.0,0,99.68,2025-04-25,App Mobile,App Mobile,2025-04-25,849,Italy,56-65,2025-05-25,Bold High-Waist Shoes,Shoes,MATRIX
1592,760,487,2,49.84,49.84,0.0,0.0,0,99.68,2025-04-04,E-commerce,Website Banner,2025-04-04,172,Italy,26-35,2025-01-31,Bold High-Waist Shoes,Shoes,MATRIX
1717,843,487,2,49.84,49.84,0.0,0.0,0,99.68,2025-06-06,App Mobile,App Mobile,2025-06-06,551,France,16-25,2025-03-11,Bold High-Waist Shoes,Shoes,MATRIX
2006,1170,436,2,49.81,49.81,0.0,0.0,0,99.62,2025-04-06,App Mobile,App Mobile,2025-06-04,547,France,36-45,2025-05-22,Bold Wrap Shoes,Shoes,MATRIX
2265,610,436,2,49.81,49.81,0.0,0.0,0,99.62,2025-05-30,E-commerce,Website Banner,2025-05-30,504,Netherlands,16-25,2025-04-21,Bold Wrap Shoes,Shoes,MATRIX
1275,1016,219,2,49.76,49.76,0.0,0.0,0,99.52,2025-04-22,E-commerce,Website Banner,2025-04-22,973,Italy,56-65,2025-03-22,Polished Silk Shoes,Shoes,MATRIX
1362,400,219,2,49.76,49.76,0.0,0.0,0,99.52,2025-04-21,App Mobile,App Mobile,2025-04-21,928,Netherlands,36-45,2025-03-24,Polished Silk Shoes,Shoes,MATRIX
1929,489,219,2,49.76,49.76,0.0,0.0,0,99.52,2025-06-13,E-commerce,Website Banner,2025-06-13,693,Netherlands,26-35,2025-03-13,Polished Silk Shoes,Shoes,MATRIX
2108,609,219,2,49.76,49.76,0.0,0.0,0,99.52,2025-05-22,App Mobile,App Mobile,2025-05-22,946,France,16-25,2025-04-03,Polished Silk Shoes,Shoes,MATRIX
2924,188,219,2,49.76,49.76,0.0,0.0,0,99.52,2025-05-04,E-commerce,Website Banner,2025-04-05,192,Spain,46-55,2025-03-03,Polished Silk Shoes,Shoes,MATRIX
3170,637,219,2,49.76,49.76,0.0,0.0,0,99.52,2025-04-18,App Mobile,App Mobile,2025-04-18,37,Netherlands,46-55,2025-03-02,Polished Silk Shoes,Shoes,MATRIX
2214,469,268,2,49.59,49.59,0.0,0.0,0,99.18,2025-05-25,E-commerce,Website Banner,2025-05-25,180,Germany,56-65,2025-02-13,Polished Boxy Set,Sleepwear,MATRIX
1486,445,107,2,55.06,49.55,5.51,0.1,1,99.11,2025-06-05,E-commerce,Email,2025-05-06,852,Portugal,46-55,2025-03-24,Classic Linen Shoes,Shoes,MATRIX
255,245,43,2,49.4,49.4,0.0,0.0,0,98.8,2025-05-29,E-commerce,Website Banner,2025-05-29,673,Germany,36-45,2025-04-16,Modern Satin Dress,Dresses,MATRIX
2132,369,43,2,49.4,49.4,0.0,0.0,0,98.8,2025-04-29,E-commerce,Website Banner,2025-04-29,832,Italy,16-25,2025-03-04,Modern Satin Dress,Dresses,MATRIX
2576,1085,232,2,49.34,49.34,0.0,0.0,0,98.68,2025-05-14,E-commerce,Website Banner,2025-05-14,51,Germany,56-65,2025-02-06,Polished Boxy Shoes,Shoes,MATRIX
